CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
DE-500,1026,955,536,0.5224,644,382,0,192,446,578,2,51,12,573,311,0.4829,0,309,88,236,406,2,10,2,382,225,0.589,104,210,172,0,41,10,0,0,.,0,0,0,0,0,0,169,169,169,1,35,118,51,0,25,0,670,670,670,1,64,228,442,0,0,0,666,19,19,19,1,0,0,19,0,0,0
FL-500,921,848,827,0.8979,534,387,0,80,302,577,42,50,56,461,455,0.8521,0,136,29,136,366,32,10,32,387,372,0.9612,51,166,211,10,40,24,0,0,.,0,0,0,0,0,0,113,113,113,1,12,47,66,0,18,2,404,404,390,0.9653,60,227,177,0,260,0,356,120,120,120,1,0,0,120,0,0,0
FL-501,1106,966,922,0.8336,800,291,15,162,522,584,0,101,0,660,660,0.825,0,0,112,383,417,0,40,0,291,247,0.8488,50,139,152,0,46,0,15,15,1,0,0,15,0,15,0,760,735,735,0.9671,179,662,98,0,72,43,1499,1499,1496,0.998,130,476,1023,0,1047,0,293,107,107,101,0.9439,13,42,65,0,0,0
FL-502,1899,1760,1711,0.901,1443,371,85,131,421,1447,31,198,38,1304,1304,0.9037,0,2,88,322,1109,12,55,12,371,322,0.8679,43,99,253,19,83,26,85,85,1,0,0,85,0,60,0,583,463,463,0.7942,184,531,52,0,27,0,1589,1589,1589,1,86,336,1253,0,931,0,1433,40,40,40,1,0,0,40,0,40,0
FL-503,616,616,441,0.7159,284,332,0,82,343,264,9,0,9,284,248,0.8732,0,27,35,150,125,9,0,9,332,193,0.5813,47,193,139,0,0,0,0,0,.,0,0,0,0,0,0,133,133,127,0.9549,30,97,36,0,31,0,254,254,254,1,50,133,121,0,117,0,172,0,0,0,.,0,0,0,0,0,0
FL-504,569,477,477,0.8383,293,256,20,88,350,207,12,42,80,201,201,0.686,0,3,47,194,87,12,0,52,256,256,1,41,156,100,0,22,28,20,20,1,0,0,20,0,20,0,197,197,185,0.9391,43,176,21,0,0,67,420,420,96,0.2286,41,144,276,0,315,65,93,109,109,37,0.3394,44,98,11,0,0,15
FL-505,112,88,88,0.7857,112,0,0,19,52,60,0,2,0,88,88,0.7857,42,0,19,52,60,0,2,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,80,80,80,1,18,74,6,0,0,0,216,216,44,0.2037,173,177,39,0,172,0,209,0,0,0,.,0,0,0,0,0,0
FL-506,649,544,487,0.7504,455,194,0,69,247,384,18,52,24,407,407,0.8945,0,133,42,185,252,18,0,18,137,80,0.4124,27,62,132,0,52,6,0,0,.,0,0,0,0,0,0,106,106,106,1,38,90,16,0,39,2,452,452,452,1,12,36,416,0,288,0,452,231,231,181,0.7835,82,147,84,0,0,0
FL-507,1986,1762,1334,0.6717,1273,713,0,262,952,1034,0,142,63,1049,970,0.762,0,0,170,657,616,0,50,24,713,364,0.5105,92,295,418,0,92,39,0,0,.,0,0,0,0,0,0,833,833,833,1,216,733,100,0,115,0,1599,1599,705,0.4409,54,138,1461,0,772,24,1395,402,402,402,1,0,0,402,0,0,0
FL-508,323,221,221,0.6842,279,44,0,37,116,189,18,59,18,177,177,0.6344,108,20,37,116,145,18,15,18,44,44,1,0,0,44,0,44,0,0,0,.,0,0,0,0,0,0,201,201,164,0.8159,27,94,107,0,39,0,1105,1105,1105,1,72,279,826,0,1013,0,1105,0,0,0,.,0,0,0,0,0,0
FL-509,228,179,155,0.6798,127,101,0,52,161,55,12,2,24,84,84,0.6614,0,0,29,105,10,12,0,12,95,71,0.703,23,56,45,0,2,12,0,0,.,0,0,0,0,0,0,165,165,165,1,32,127,38,0,18,0,356,356,356,1,35,120,236,0,124,0,235,55,55,55,1,16,44,11,0,0,0
FL-510,1133,948,649,0.5728,741,392,0,68,260,839,34,66,64,556,344,0.4642,0,0,68,260,447,34,22,34,392,305,0.7781,0,0,392,0,44,30,0,0,.,0,0,0,0,0,0,301,301,301,1,166,185,116,0,80,0,1086,1086,568,0.523,172,281,805,0,567,0,857,0,0,0,.,0,0,0,0,0,0
FL-511,486,431,256,0.5267,286,200,0,6,107,379,0,40,12,231,176,0.6154,0,126,3,95,191,0,10,0,200,80,0.4,3,12,188,0,30,12,0,0,.,0,0,0,0,0,0,142,142,136,0.9577,91,102,40,0,32,38,297,297,67,0.2256,1,3,294,0,203,2,67,14,14,0,0,14,14,0,0,0,0
FL-512,173,106,106,0.6127,102,71,0,33,109,64,0,0,16,52,52,0.5098,0,4,15,45,57,0,0,16,54,54,0.7606,18,64,7,0,0,0,0,0,.,0,0,0,0,0,0,28,28,25,0.8929,6,21,7,0,0,0,0,0,0,.,0,0,0,0,0,0,0,49,49,49,1,9,39,10,0,0,0
FL-513,584,572,515,0.8818,81,482,21,81,296,268,20,165,40,69,69,0.8519,0,19,12,45,16,20,0,20,482,425,0.8817,69,251,231,0,144,20,21,21,1,0,0,21,0,21,0,273,273,273,1,56,189,84,0,87,0,166,166,166,1,29,114,52,0,8,0,58,99,99,99,1,20,75,24,0,0,0
FL-514,331,265,265,0.8006,196,135,0,60,264,55,12,53,38,130,130,0.6633,33,22,34,179,5,12,0,24,135,135,1,26,85,50,0,53,14,0,0,.,0,0,0,0,0,0,103,103,103,1,41,93,10,0,12,4,133,133,133,1,47,61,72,0,109,10,0,0,0,0,.,0,0,0,0,0,0
FL-515,143,143,143,1.0,26,117,0,11,31,91,21,0,27,26,26,1.0,0,29,0,0,16,10,0,10,117,117,1,11,31,75,11,0,17,0,0,.,0,0,0,0,0,0,9,9,9,1,0,0,9,0,9,9,60,60,60,1,0,0,60,0,60,0,60,0,0,0,.,0,0,0,0,0,0
FL-517,61,31,31,0.5082,41,20,0,10,43,18,0,0,0,11,11,0.2683,0,0,8,37,4,0,0,0,20,20,1,2,6,14,0,0,0,0,0,.,0,0,0,0,0,0,157,157,157,1,48,155,2,0,0,0,78,78,23,0.2949,9,14,64,0,55,0,59,0,0,0,.,0,0,0,0,0,0
FL-518,115,45,45,0.3913,82,33,0,16,57,46,12,27,12,12,12,0.1463,0,12,16,57,13,12,0,12,33,33,1,0,0,33,0,27,0,0,0,.,0,0,0,0,0,0,46,46,46,1,10,32,14,0,15,23,100,100,86,0.86,5,17,83,0,80,11,18,0,0,0,.,0,0,0,0,0,0
FL-519,270,198,198,0.7333,142,128,0,26,172,78,20,39,22,70,70,0.493,0,0,4,92,30,20,15,20,128,128,1,22,80,48,0,24,2,0,0,.,0,0,0,0,0,0,104,104,104,1,12,44,60,0,62,0,275,275,230,0.8364,125,149,126,0,149,0,0,0,0,0,.,0,0,0,0,0,0
FL-520,355,271,191,0.538,121,234,0,53,173,180,2,17,24,37,34,0.281,0,6,19,82,37,2,0,2,234,157,0.6709,34,91,143,0,17,22,0,0,.,0,0,0,0,0,0,95,95,95,1,14,55,40,0,19,0,134,134,88,0.6567,11,42,92,0,92,0,63,24,24,24,1,2,5,19,0,0,0
FL-600,2709,2227,2227,0.8221,1940,727,42,426,1272,1427,10,115,92,1789,1789,0.9222,0,0,352,941,989,10,0,60,396,396,0.5447,74,331,396,0,87,32,42,42,1,0,0,42,0,28,0,673,673,673,1,130,481,192,0,76,3,4856,4856,3993,0.8223,555,2051,2805,0,1087,0,3357,299,299,299,1,47,141,158,0,0,0
FL-601,1341,1226,1076,0.8024,922,384,35,114,443,878,20,45,58,807,751,0.8145,0,29,64,289,614,19,0,19,384,290,0.7552,50,154,229,1,45,39,35,35,1,0,0,35,0,0,0,527,527,527,1,92,333,194,0,31,0,900,900,900,1,62,194,706,0,8,0,466,77,77,77,1,15,29,48,0,77,0
FL-602,90,76,76,0.8444,66,24,0,8,27,63,0,44,0,52,52,0.7879,0,12,8,27,39,0,20,0,24,24,1,0,0,24,0,24,0,0,0,.,0,0,0,0,0,0,75,63,63,0.84,5,16,59,0,11,0,83,83,83,1,5,19,64,0,73,0,20,0,0,0,.,0,0,0,0,0,0
FL-603,248,158,133,0.5363,244,4,0,25,124,114,10,0,10,154,129,0.5287,0,0,24,120,114,10,0,10,4,4,1,1,4,0,0,0,0,0,0,.,0,0,0,0,0,0,194,194,194,1,72,180,14,0,17,10,449,449,92,0.2049,357,357,92,0,357,0,0,61,61,61,1,6,32,29,0,0,0
FL-604,367,352,304,0.8283,228,139,0,18,78,256,33,15,33,213,180,0.7895,0,0,7,37,158,33,0,33,139,124,0.8921,11,41,98,0,15,0,0,0,.,0,0,0,0,0,0,3,3,3,1,0,0,3,0,0,0,189,189,189,1,11,44,145,0,2,0,54,18,18,18,1,4,10,8,0,0,0
FL-605,540,385,376,0.6963,412,128,0,72,307,233,0,38,75,287,278,0.6748,0,6,65,277,135,0,18,50,98,98,0.7656,7,30,98,0,20,25,0,0,.,0,0,0,0,0,0,588,540,540,0.9184,136,385,203,0,50,139,1111,1111,1111,1,115,433,678,0,593,60,503,109,109,109,1,22,109,0,0,0,0
FL-606,438,351,41,0.0936,232,206,0,48,146,284,8,6,8,172,0,0.0,0,10,28,92,140,0,0,0,179,41,0.199,20,54,144,8,6,8,0,0,.,0,0,0,0,0,0,141,141,141,1,53,111,30,0,9,0,30,30,0,0,0,0,30,0,0,0,20,0,0,0,.,0,0,0,0,0,0
GA-500,2731,2731,2349,0.8601,1528,1203,0,137,771,1956,4,148,109,1528,1407,0.9208,148,67,81,444,1084,0,25,62,1203,942,0.783,56,327,872,4,123,47,0,0,.,0,0,0,0,0,0,710,679,654,0.9211,170,570,140,0,150,65,1743,1743,1743,1,148,448,1295,0,392,44,1687,222,222,127,0.5721,52,126,96,0,0,0
GA-501,2651,1590,1093,0.4123,1833,818,0,472,1554,1071,26,50,40,1068,751,0.4097,0,7,303,963,844,26,25,29,522,342,0.4181,169,591,227,0,25,11,0,0,.,0,0,0,0,0,0,1725,1537,1537,0.891,418,1499,226,0,149,8,2498,2469,2390,0.9568,455,879,1619,0,478,0,506,0,0,0,.,0,0,0,0,0,0
GA-502,247,247,199,0.8057,67,180,0,70,204,43,0,34,4,67,67,1.0,0,0,19,53,14,0,0,0,180,132,0.7333,51,151,29,0,34,4,0,0,.,0,0,0,0,0,0,71,71,71,1,26,66,5,0,4,0,376,346,136,0.3617,86,224,152,0,249,0,324,0,0,0,.,0,0,0,0,0,0
GA-503,190,168,117,0.6158,172,18,0,21,80,110,0,0,5,150,99,0.5756,0,0,15,62,110,0,0,5,18,18,1,6,18,0,0,0,0,0,0,.,0,0,0,0,0,0,39,39,38,0.9744,16,32,7,0,1,0,210,210,90,0.4286,22,67,143,0,122,0,27,0,0,0,.,0,0,0,0,0,0
GA-504,203,193,148,0.7291,195,8,0,27,71,132,0,0,0,185,140,0.7179,0,20,24,63,132,0,0,0,8,8,1,3,8,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,163,163,28,0.1718,136,138,25,0,135,0,135,0,0,0,.,0,0,0,0,0,0
GA-505,269,226,135,0.5019,235,34,0,31,146,123,0,7,0,192,101,0.4298,0,0,31,146,89,0,6,0,34,34,1,0,0,34,0,1,0,0,0,.,0,0,0,0,0,0,94,94,94,1,29,77,17,0,1,0,202,202,162,0.802,19,30,172,0,56,0,202,28,28,28,1,0,0,28,0,1,0
GA-506,305,210,183,0.6,141,164,0,42,148,157,0,0,0,101,88,0.6241,0,15,24,81,60,0,0,0,109,95,0.5793,18,67,97,0,0,0,0,0,.,0,0,0,0,0,0,80,62,62,0.775,20,65,15,0,9,0,453,453,117,0.2583,56,216,237,0,359,0,56,0,0,0,.,0,0,0,0,0,0
GA-507,590,526,234,0.3966,304,286,0,47,186,391,13,0,13,256,165,0.5428,50,0,31,141,155,8,0,8,270,69,0.2413,16,45,236,5,0,5,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,776,776,590,0.7603,237,529,247,0,163,0,139,0,0,0,.,0,0,0,0,0,0
GA-508,227,150,130,0.5727,79,148,0,46,186,41,0,0,4,30,30,0.3797,4,0,12,76,3,0,0,0,120,100,0.6757,34,110,38,0,0,4,0,0,.,0,0,0,0,0,0,236,236,230,0.9746,62,213,23,0,45,22,1797,1797,1576,0.877,276,702,1095,0,1020,0,282,0,0,0,.,0,0,0,0,0,0
GU-500,145,94,89,0.6138,131,14,0,26,92,34,19,5,24,88,83,0.6336,0,7,22,87,26,18,5,18,6,6,0.4286,4,5,8,1,0,6,0,0,.,0,0,0,0,0,0,28,28,28,1,5,22,6,0,8,0,191,191,85,0.445,24,89,102,0,106,0,81,3,3,3,1,0,0,3,0,0,0
HI-500,895,791,791,0.8838,487,408,0,196,587,308,0,15,0,402,402,0.8255,0,0,63,230,257,0,15,0,389,389,0.9534,133,357,51,0,0,0,0,0,.,0,0,0,0,0,0,295,295,295,1,63,250,45,0,28,0,667,667,667,1,52,189,478,0,266,0,381,0,0,0,.,0,0,0,0,0,0
HI-501,2489,2368,2316,0.9305,1568,879,42,305,1232,1257,0,347,67,1501,1471,0.9381,0,4,143,608,960,0,223,49,825,803,0.9135,162,624,255,0,82,18,42,42,1,0,0,42,0,42,0,895,895,895,1,159,536,350,9,296,106,1887,1887,1887,1,236,423,1454,10,920,45,948,0,0,0,.,0,0,0,0,0,0
IA-500,243,203,81,0.3333,162,81,0,39,125,118,0,0,0,122,0,0.0,116,0,20,55,107,0,0,0,81,81,1,19,70,11,0,0,0,0,0,.,0,0,0,0,0,0,27,1,1,0.037,7,22,5,0,1,0,53,53,53,1,3,7,46,0,30,1,53,0,0,0,.,0,0,0,0,0,0
IA-501,1692,1297,886,0.5236,1022,660,10,260,747,904,41,60,83,823,551,0.5391,235,77,127,354,632,36,0,36,464,325,0.4924,133,393,262,5,50,47,10,10,1,0,0,10,0,10,0,769,500,500,0.6502,140,513,256,0,76,12,510,489,188,0.3686,23,92,418,0,254,0,437,52,52,52,1,13,37,15,0,0,0
IA-502,631,581,581,0.9208,436,181,14,65,159,468,4,19,36,386,386,0.8853,12,14,49,122,310,4,5,17,181,181,1,16,37,144,0,0,19,14,14,1,0,0,14,0,14,0,245,235,235,0.9592,48,169,76,0,36,25,497,497,497,1,48,164,333,0,165,0,315,187,187,187,1,31,134,53,0,12,0
ID-500,739,615,615,0.8322,604,135,0,15,194,541,4,80,4,545,545,0.9023,0,88,9,146,454,4,10,4,70,70,0.5185,6,48,87,0,70,0,0,0,.,0,0,0,0,0,0,135,135,104,0.7704,35,116,19,0,10,0,396,396,396,1,32,105,291,0,205,0,40,0,0,0,.,0,0,0,0,0,0
ID-501,838,568,271,0.3234,590,248,0,169,533,299,6,8,6,386,241,0.4085,56,34,112,348,236,6,8,6,182,30,0.121,57,185,63,0,0,0,0,0,.,0,0,0,0,0,0,258,251,210,0.814,66,217,41,0,44,4,511,511,472,0.9237,76,228,283,0,248,0,160,0,0,0,.,0,0,0,0,0,0
IL-500,182,161,161,0.8846,108,74,0,15,48,134,0,38,4,87,87,0.8056,0,0,6,17,91,0,0,4,74,74,1,9,31,43,0,38,0,0,0,.,0,0,0,0,0,0,36,36,27,0.75,13,27,9,0,6,0,31,31,31,1,0,0,30,1,0,1,23,73,73,73,1,24,69,4,0,0,0
IL-501,438,324,324,0.7397,331,107,0,61,197,241,0,15,60,244,244,0.7372,50,28,38,133,198,0,0,12,80,80,0.7477,23,64,43,0,15,48,0,0,.,0,0,0,0,0,0,193,193,193,1,46,150,43,0,0,35,484,474,474,0.9793,54,183,301,0,146,0,94,0,0,0,.,0,0,0,0,0,0
IL-502,165,104,104,0.6303,67,98,0,37,113,52,0,0,0,10,10,0.1493,60,73,15,45,22,0,0,0,94,94,0.9592,22,68,30,0,0,0,0,0,.,0,0,0,0,0,0,204,122,122,0.598,49,175,29,0,18,0,347,347,327,0.9424,29,100,247,0,175,0,157,105,0,0,0,32,97,8,0,0,0
IL-503,123,59,53,0.4309,57,66,0,27,74,45,4,2,10,32,30,0.5263,75,15,13,36,17,4,0,6,27,23,0.3485,14,38,28,0,2,4,0,0,.,0,0,0,0,0,0,11,11,11,1,0,0,11,0,11,0,96,96,75,0.7813,12,27,69,0,21,0,21,0,0,0,.,0,0,0,0,0,0
IL-504,56,41,31,0.5536,46,10,0,15,19,37,0,0,1,31,31,0.6739,0,0,9,13,33,0,0,1,10,0,0,6,6,4,0,0,0,0,0,.,0,0,0,0,0,0,51,51,51,1,7,45,6,0,7,0,154,154,154,1,17,58,96,0,0,0,62,0,0,0,.,0,0,0,0,0,0
IL-506,322,257,249,0.7733,186,130,6,31,147,167,8,14,8,142,142,0.7634,57,4,7,67,119,0,0,0,109,101,0.7769,24,80,42,8,8,8,6,6,1,0,0,6,0,6,0,114,89,64,0.5614,28,56,58,0,0,7,320,320,320,1,41,142,178,0,65,0,120,8,8,8,1,1,5,3,0,3,0
IL-507,505,458,305,0.604,474,27,4,35,171,334,0,14,3,427,298,0.6287,0,0,35,171,303,0,10,0,27,3,0.1111,0,0,27,0,0,3,4,4,1,0,0,4,0,4,0,53,53,42,0.7925,3,11,42,0,11,0,352,329,280,0.7955,47,168,184,0,64,0,75,0,0,0,.,0,0,0,0,0,0
IL-508,187,176,172,0.9198,61,126,0,41,128,59,0,26,34,50,50,0.8197,0,0,14,44,17,0,6,0,126,122,0.9683,27,84,42,0,20,34,0,0,.,0,0,0,0,0,0,42,42,42,1,23,32,10,0,0,0,269,269,269,1,49,146,123,0,0,0,71,0,0,0,.,0,0,0,0,0,0
IL-510,5339,4950,4593,0.8603,3948,1351,40,700,2379,2951,9,266,475,3778,3534,0.8951,0,13,470,1614,2327,7,75,154,1132,1019,0.7543,230,765,584,2,191,321,40,40,1,0,0,40,0,0,0,1144,1128,1128,0.986,294,814,330,0,128,16,9337,9324,6459,0.6918,1535,3896,5441,0,2206,70,3767,729,729,557,0.7641,151,602,127,0,68,34
IL-511,470,224,224,0.4766,190,251,29,104,315,150,5,32,73,70,70,0.3684,469,1,33,126,59,5,6,22,125,125,0.498,71,189,62,0,12,51,29,29,1,0,0,29,0,14,0,395,381,381,0.9646,92,308,87,0,50,0,1507,1461,1461,0.9695,131,480,1027,0,781,0,283,10,10,10,1,3,6,4,0,0,0
IL-512,496,427,247,0.498,335,161,0,70,160,332,4,27,45,291,139,0.4149,0,30,31,73,258,4,0,12,136,108,0.6708,39,87,74,0,27,33,0,0,.,0,0,0,0,0,0,52,52,33,0.6346,13,23,29,0,19,0,128,128,128,1,18,55,73,0,15,0,6,0,0,0,.,0,0,0,0,0,0
IL-513,315,283,279,0.8857,133,182,0,52,160,155,0,15,2,101,97,0.7293,67,0,10,28,105,0,0,1,182,182,1,42,132,50,0,15,1,0,0,.,0,0,0,0,0,0,24,13,0,0,6,18,6,0,13,0,153,153,98,0.6405,19,67,86,0,68,0,63,15,15,15,1,1,2,13,0,0,0
IL-514,343,302,302,0.8805,204,136,3,38,168,173,2,5,78,163,163,0.799,6,0,5,76,126,2,0,2,136,136,1,33,92,44,0,2,76,3,3,1,0,0,3,0,3,0,92,92,92,1,15,55,37,0,1,0,352,352,352,1,45,163,189,0,34,0,223,0,0,0,.,0,0,0,0,0,0
IL-515,106,58,55,0.5189,79,27,0,23,68,38,0,0,0,58,47,0.5949,0,0,14,46,33,0,0,0,0,8,0.2963,9,22,5,0,0,0,0,0,.,0,0,0,0,0,0,100,96,100,1,22,71,29,0,0,0,41,41,41,1,7,21,20,0,0,0,0,0,0,0,.,0,0,0,0,0,0
IL-516,155,114,108,0.6968,108,47,0,30,74,78,3,0,3,78,72,0.6667,25,0,15,41,64,3,0,3,36,36,0.766,15,33,14,0,0,0,0,0,.,0,0,0,0,0,0,19,19,19,1,6,16,3,0,0,0,83,83,83,1,8,21,62,0,10,0,28,65,65,41,0.6308,22,55,10,0,24,0
IL-517,417,389,389,0.9329,399,18,0,33,169,248,0,10,0,371,371,0.9298,0,29,31,161,238,0,10,0,18,18,1,2,8,10,0,0,0,0,0,.,0,0,0,0,0,0,9,9,9,1,1,5,4,0,4,0,184,184,184,1,17,74,110,0,6,0,85,0,0,0,.,0,0,0,0,0,0
IL-518,176,133,117,0.6648,120,56,0,28,91,75,10,6,30,77,61,0.5083,28,6,9,59,61,0,0,0,56,56,1,19,32,14,10,6,30,0,0,.,0,0,0,0,0,0,13,0,0,0,1,13,0,0,0,0,50,50,46,0.92,6,12,38,0,0,12,4,0,0,0,.,0,0,0,0,0,0
IL-519,136,84,72,0.5294,84,52,0,12,57,75,4,0,16,48,48,0.5714,0,36,3,28,52,4,0,4,36,24,0.4615,9,29,23,0,0,12,0,0,.,0,0,0,0,0,0,6,3,0,0,2,4,2,0,0,0,101,101,101,1,26,98,3,0,0,0,43,0,0,0,.,0,0,0,0,0,0
IL-520,302,193,163,0.5397,219,83,0,49,152,150,0,4,0,125,95,0.4338,0,3,33,105,114,0,0,0,68,68,0.8193,16,47,36,0,4,0,0,0,.,0,0,0,0,0,0,7,7,7,1,2,7,0,0,0,0,125,125,125,1,31,86,39,0,3,0,6,0,0,0,.,0,0,0,0,0,0
IN-502,4563,3300,1895,0.4153,3392,1146,25,621,2026,2494,43,199,85,2486,1461,0.4307,176,101,433,1419,1930,43,38,50,789,409,0.3569,188,607,539,0,136,35,25,25,1,0,0,25,0,25,0,678,606,606,0.8938,153,492,186,0,76,0,2927,2927,2118,0.7236,357,981,1946,0,870,0,805,41,41,33,0.8049,2,8,33,0,0,0
IN-503,1258,1073,979,0.7782,814,393,51,113,418,829,11,184,19,720,626,0.769,278,289,85,323,480,11,24,11,302,302,0.7684,28,95,298,0,160,8,51,51,1,0,0,51,0,0,0,544,377,338,0.6213,89,367,177,0,174,16,1304,1260,840,0.6442,131,415,889,0,490,0,587,425,425,56,0.1318,50,173,252,0,132,0
KS-502,623,435,348,0.5586,320,303,0,65,261,357,5,37,38,258,208,0.65,123,0,24,95,220,5,28,7,177,140,0.462,41,166,137,0,9,31,0,0,.,0,0,0,0,0,0,229,229,121,0.5284,45,157,72,0,80,0,570,570,570,1,26,108,462,0,216,0,172,0,0,0,.,0,0,0,0,0,0
KS-503,375,356,36,0.096,303,72,0,32,137,238,0,20,0,284,0,0.0,0,50,2,73,230,0,20,0,72,36,0.5,30,64,8,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,344,344,344,1,80,110,234,0,0,0,14,0,0,0,.,0,0,0,0,0,0
KS-505,137,88,84,0.6131,107,30,0,36,119,18,0,0,1,58,58,0.5421,36,8,28,95,12,0,0,0,30,26,0.8667,8,24,6,0,0,1,0,0,.,0,0,0,0,0,0,87,71,71,0.8161,21,73,14,0,3,0,21,21,21,1,21,21,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
KS-507,1463,1082,408,0.2789,975,488,0,212,758,705,0,15,39,628,297,0.3046,36,18,117,470,505,0,15,0,454,111,0.2275,95,288,200,0,0,39,0,0,.,0,0,0,0,0,0,356,352,268,0.7528,78,256,100,0,16,0,340,340,96,0.2824,39,114,226,0,237,0,45,0,0,0,.,0,0,0,0,0,0
KY-500,1865,1403,771,0.4134,1556,309,0,201,713,1120,32,81,64,1145,533,0.3425,155,74,163,582,942,32,4,32,258,238,0.7702,38,131,178,0,77,32,0,0,.,0,0,0,0,0,0,749,493,493,0.6582,156,521,228,0,67,33,1101,952,750,0.6812,204,549,552,0,202,0,811,10,10,10,1,0,0,10,0,0,0
KY-501,938,843,778,0.8294,661,277,0,92,288,644,6,164,52,566,533,0.8064,51,76,64,214,441,6,10,12,277,245,0.8845,28,74,203,0,154,40,0,0,.,0,0,0,0,0,0,381,367,367,0.9633,84,303,78,0,79,86,1668,1668,1668,1,183,691,977,0,408,50,253,235,235,225,0.9574,38,137,98,0,0,0
KY-502,519,477,343,0.6609,448,71,0,31,101,414,4,82,9,406,272,0.6071,14,150,31,101,343,4,16,4,71,71,1,0,0,71,0,66,5,0,0,.,0,0,0,0,0,0,132,124,132,1,17,68,64,0,31,13,418,418,418,1,36,128,290,0,315,0,418,0,0,0,.,0,0,0,0,0,0
LA-500,249,175,175,0.7028,179,63,7,34,113,136,0,21,0,123,123,0.6872,0,8,22,76,103,0,8,0,45,45,0.7143,12,37,26,0,6,0,7,7,1,0,0,7,0,7,0,152,134,134,0.8816,30,114,38,0,0,0,320,292,157,0.4906,28,81,239,0,135,0,86,0,0,0,.,0,0,0,0,0,0
LA-502,330,311,311,0.9424,253,52,25,36,140,184,6,95,10,234,234,0.9249,0,4,36,140,107,6,24,10,52,52,1,0,0,52,0,46,0,25,25,1,0,0,25,0,25,0,152,152,152,1,32,114,38,0,62,0,565,565,329,0.5823,63,193,372,0,236,0,304,0,0,0,.,0,0,0,0,0,0
LA-503,1001,964,952,0.951,704,272,25,71,196,803,2,128,117,667,655,0.9304,0,11,47,118,584,2,0,65,272,272,1,24,78,194,0,118,52,25,25,1,0,0,25,0,10,0,796,714,736,0.9246,170,529,267,0,147,70,3289,3277,3257,0.9903,269,777,2512,0,698,27,2110,0,0,0,.,0,0,0,0,0,0
LA-505,153,90,84,0.549,90,63,0,19,55,92,6,0,21,56,56,0.6222,0,0,7,23,61,6,0,6,34,28,0.4444,12,32,31,0,0,15,0,0,.,0,0,0,0,0,0,154,83,83,0.539,30,122,32,0,24,23,60,60,60,1,4,9,51,0,1,0,59,0,0,0,.,0,0,0,0,0,0
LA-506,97,87,71,0.732,47,50,0,5,16,81,0,34,0,37,25,0.5319,0,0,5,16,31,0,0,0,50,46,0.92,0,0,50,0,34,0,0,0,.,0,0,0,0,0,0,54,46,46,0.8519,9,22,32,0,0,0,302,302,270,0.894,33,96,206,0,52,0,51,0,0,0,.,0,0,0,0,0,0
LA-507,118,118,64,0.5424,58,60,0,3,28,90,0,16,0,58,34,0.5862,0,34,2,8,50,0,16,0,60,30,0.5,1,20,40,0,0,0,0,0,.,0,0,0,0,0,0,46,46,46,1,6,33,13,0,6,0,220,220,52,0.2364,18,51,169,0,168,19,0,0,0,0,.,0,0,0,0,0,0
LA-509,632,515,382,0.6044,417,170,45,55,185,429,18,78,46,300,190,0.4556,0,11,55,185,214,18,4,18,170,147,0.8647,0,0,170,0,29,28,45,45,1,0,0,45,0,45,0,445,445,445,1,88,277,168,0,64,26,671,630,630,0.9389,119,331,340,0,0,0,118,0,0,0,.,0,0,0,0,0,0
MA-500,6044,5912,5846,0.9672,5458,545,41,1313,4120,1920,4,129,33,5382,5358,0.9817,76,189,1241,3986,1468,4,23,22,489,447,0.8202,72,134,411,0,85,11,41,41,1,0,0,41,0,21,0,1598,1576,1576,0.9862,438,1181,417,0,188,28,5496,5487,5095,0.927,811,1445,4051,0,1505,26,3896,4093,4083,2721,0.6648,1421,3364,729,0,10,0
