CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
NC-516,149,61,53,0.3557,112,37,0,21,69,80,0,0,0,57,24,0.2143,30,15,14,46,66,0,0,0,4,29,0.7838,7,23,14,0,0,0,0,0,.,0,0,0,0,0,0,20,14,20,1,4,13,7,0,0,0,60,48,48,0.8,6,27,33,0,0,0,4,0,0,0,.,0,0,0,0,0,0
ND-500,757,383,380,0.502,563,178,16,73,268,479,10,36,36,316,313,0.556,52,4,36,181,372,10,0,10,51,51,0.2865,37,87,91,0,20,26,16,16,1,0,0,16,0,16,0,129,118,118,0.9147,11,34,95,0,90,0,743,719,347,0.467,62,254,489,0,372,0,330,0,0,0,.,0,0,0,0,0,0
NE-500,768,679,614,0.7995,455,313,0,105,326,432,10,0,36,373,338,0.7429,0,0,51,158,291,6,0,6,306,276,0.8818,54,168,141,4,0,30,0,0,.,0,0,0,0,0,0,248,230,227,0.9153,52,169,79,0,56,37,141,141,141,1,27,79,62,0,18,25,58,0,0,0,.,0,0,0,0,0,0
NE-501,1551,1465,1465,0.9446,1215,302,34,118,405,1138,8,77,34,1129,1129,0.9292,0,84,90,326,881,8,0,10,302,302,1,28,79,223,0,43,24,34,34,1,0,0,34,0,34,0,456,456,456,1,78,261,195,0,10,0,817,817,817,1,86,210,607,0,347,0,809,196,196,26,0.1327,19,76,120,0,26,0
NE-502,445,355,355,0.7978,327,118,0,68,220,213,12,10,55,284,284,0.8685,0,50,39,138,177,12,10,12,71,71,0.6017,29,82,36,0,0,43,0,0,.,0,0,0,0,0,0,251,174,174,0.6932,69,211,40,0,33,8,302,302,302,1,17,56,246,0,199,5,105,95,95,95,1,9,27,68,0,0,0
NH-500,745,609,556,0.7463,643,102,0,139,455,286,4,0,29,507,465,0.7232,66,13,116,378,261,4,0,4,102,91,0.8922,23,77,25,0,0,25,0,0,.,0,0,0,0,0,0,181,171,171,0.9448,36,123,58,0,13,5,518,518,345,0.666,83,254,264,0,173,0,123,0,0,0,.,0,0,0,0,0,0
NH-501,479,466,456,0.952,267,208,4,79,220,255,4,41,31,254,254,0.9513,0,0,24,69,194,4,0,4,208,198,0.9519,55,151,57,0,41,27,4,4,1,0,0,4,0,0,0,85,85,85,1,17,61,24,0,1,0,315,315,216,0.6857,53,164,151,0,112,0,44,88,88,73,0.8295,19,56,32,0,0,0
NH-502,350,314,263,0.7514,129,216,5,75,212,138,0,65,0,117,66,0.5116,0,0,21,56,73,0,0,0,192,192,0.8889,54,156,60,0,65,0,5,5,1,0,0,5,0,0,0,6,6,6,1,1,4,2,0,0,0,272,272,193,0.7096,34,106,166,0,79,0,24,0,0,0,.,0,0,0,0,0,0
NJ-500,339,301,272,0.8024,265,74,0,16,61,278,0,45,40,227,227,0.8566,0,98,16,61,204,0,0,28,74,45,0.6081,0,0,74,0,45,12,0,0,.,0,0,0,0,0,0,1404,1404,1404,1,615,666,738,0,6,2,184,184,124,0.6739,6,16,168,0,60,27,156,0,0,0,.,0,0,0,0,0,0
NJ-501,374,298,298,0.7968,156,218,0,54,176,182,16,8,40,120,120,0.7692,24,18,17,43,97,16,0,16,178,178,0.8165,37,133,85,0,8,24,0,0,.,0,0,0,0,0,0,72,72,72,1,10,56,16,0,1,0,464,464,376,0.8103,58,168,296,0,93,7,162,0,0,0,.,0,0,0,0,0,0
NJ-502,278,251,251,0.9029,245,33,0,119,246,32,0,0,0,218,218,0.8898,44,227,100,219,26,0,0,0,33,33,1,19,27,6,0,0,0,0,0,.,0,0,0,0,0,0,99,99,99,1,19,22,77,0,11,0,256,256,147,0.5742,52,145,111,0,30,0,32,49,49,0,0,17,47,2,0,0,0
NJ-503,796,662,642,0.8065,523,273,0,218,377,419,0,133,21,453,433,0.8279,0,172,198,288,235,0,0,0,209,209,0.7656,20,89,184,0,133,21,0,0,.,0,0,0,0,0,0,123,108,107,0.8699,33,78,45,0,33,7,1012,995,605,0.5978,188,364,648,0,324,58,544,82,82,68,0.8293,22,68,14,0,14,0
NJ-504,2402,2379,2186,0.9101,1759,643,0,860,1510,887,5,30,77,1736,1543,0.8772,0,4,658,1064,695,0,30,58,643,643,1,202,446,192,5,0,19,0,0,.,0,0,0,0,0,0,167,167,141,0.8443,21,24,143,0,10,8,1620,1620,1609,0.9932,720,1042,574,4,281,80,1058,11,11,11,1,5,11,0,0,0,0
NJ-506,384,375,348,0.9063,339,45,0,53,142,242,0,0,2,330,305,0.8997,100,236,45,123,216,0,0,0,45,43,0.9556,8,19,26,0,0,2,0,0,.,0,0,0,0,0,0,293,293,293,1,83,253,40,0,7,12,542,542,465,0.8579,56,154,388,0,115,3,312,13,13,13,1,0,0,13,0,0,0
NJ-507,185,161,141,0.7622,160,25,0,35,104,76,5,0,5,136,136,0.85,15,381,35,104,56,0,0,0,25,5,0.2,0,0,20,5,0,5,0,0,.,0,0,0,0,0,0,105,105,91,0.8667,24,77,28,0,14,0,482,459,326,0.6763,78,216,266,0,143,6,265,124,124,99,0.7984,24,69,55,0,0,0
NJ-508,265,200,190,0.717,109,156,0,55,175,90,0,0,9,64,64,0.5872,28,139,17,59,50,0,0,0,136,126,0.8077,38,116,40,0,0,9,0,0,.,0,0,0,0,0,0,65,39,28,0.4308,17,33,32,0,27,5,648,648,364,0.5617,168,389,259,0,84,0,378,0,0,0,.,0,0,0,0,0,0
NJ-509,284,226,226,0.7958,133,131,20,50,144,140,0,0,0,100,100,0.7519,0,92,25,77,56,0,0,0,106,106,0.8092,25,67,64,0,0,0,20,20,1,0,0,20,0,0,0,34,30,30,0.8824,8,19,15,0,3,12,211,211,182,0.8626,15,48,163,0,29,0,106,61,61,61,1,20,56,5,0,0,0
NJ-510,127,61,47,0.3701,67,60,0,30,87,40,0,0,24,40,26,0.3881,0,266,14,49,18,0,0,12,21,21,0.35,16,38,22,0,0,12,0,0,.,0,0,0,0,0,0,25,25,25,1,3,16,9,0,9,0,322,322,128,0.3975,68,232,90,0,37,0,87,0,0,0,.,0,0,0,0,0,0
NJ-511,418,322,248,0.5933,384,34,0,89,256,162,0,0,10,288,214,0.5573,0,137,85,232,152,0,0,0,34,34,1,4,24,10,0,0,10,0,0,.,0,0,0,0,0,0,181,181,181,1,67,98,83,0,42,0,558,558,511,0.9158,76,152,406,0,66,16,300,103,103,103,1,0,0,103,0,0,0
NJ-512,61,54,29,0.4754,32,29,0,41,61,0,0,0,3,25,0,0.0,0,0,26,32,0,0,0,3,29,29,1,15,29,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NJ-513,302,276,246,0.8146,104,198,0,41,101,185,16,95,47,89,70,0.6731,0,104,24,57,31,16,0,21,187,176,0.8889,17,44,154,0,95,26,0,0,.,0,0,0,0,0,0,27,27,27,1,0,0,27,0,22,0,304,304,33,0.1086,27,69,235,0,222,0,11,0,0,0,.,0,0,0,0,0,0
NJ-514,398,359,359,0.902,274,124,0,53,134,252,12,0,30,250,250,0.9124,0,104,40,102,160,12,0,12,109,109,0.879,13,32,92,0,0,18,0,0,.,0,0,0,0,0,0,352,347,347,0.9858,206,304,48,0,9,21,435,435,371,0.8529,49,126,309,0,64,23,245,305,305,305,1,79,205,100,0,0,0
NJ-515,290,244,240,0.8276,143,147,0,67,175,110,5,29,35,122,118,0.8252,14,140,25,66,72,5,9,7,122,122,0.8299,42,109,38,0,20,28,0,0,.,0,0,0,0,0,0,36,36,30,0.8333,3,8,28,0,7,3,403,403,403,1,87,202,201,0,8,14,123,0,0,0,.,0,0,0,0,0,0
NJ-516,275,200,191,0.6945,124,151,0,69,161,114,0,75,0,78,78,0.629,0,124,54,123,1,0,0,0,122,113,0.7483,15,38,113,0,75,0,0,0,.,0,0,0,0,0,0,225,225,225,1,60,181,44,0,20,0,123,123,74,0.6016,12,27,96,0,49,0,80,0,0,0,.,0,0,0,0,0,0
NM-500,1154,1079,890,0.7712,693,461,0,130,519,568,67,80,89,618,529,0.7633,22,170,27,202,443,48,32,48,461,361,0.7831,103,317,125,19,48,41,0,0,.,0,0,0,0,0,0,457,327,327,0.7155,116,402,55,0,44,0,1255,1255,929,0.7402,178,462,793,0,200,0,1003,116,116,116,1,29,116,0,0,0,0
NM-501,1225,770,251,0.2049,1025,200,0,171,603,578,44,7,74,630,167,0.1629,163,6,136,476,511,38,7,38,140,84,0.42,35,127,67,6,0,36,0,0,.,0,0,0,0,0,0,363,239,237,0.6529,79,272,91,0,29,59,815,815,480,0.589,191,424,391,0,190,0,335,0,0,0,.,0,0,0,0,0,0
NV-500,2275,2173,2173,0.9552,1563,687,25,109,350,1909,16,387,209,1461,1461,0.9347,335,233,95,320,1233,10,70,117,687,687,1,14,30,651,6,317,92,25,25,1,0,0,25,0,0,0,1006,923,923,0.9175,207,710,296,0,172,116,2284,2284,915,0.4006,193,579,1705,0,1485,1,1140,33,33,33,1,0,0,33,0,27,6
NV-501,705,580,475,0.6738,382,323,0,68,211,479,15,106,66,325,307,0.8037,50,150,42,146,221,15,0,15,255,168,0.5201,26,65,258,0,106,51,0,0,.,0,0,0,0,0,0,70,49,49,0.7,7,24,46,0,39,8,508,508,508,1,28,97,411,0,261,4,78,0,0,0,.,0,0,0,0,0,0
NV-502,173,105,98,0.5665,138,35,0,29,99,74,0,0,0,70,63,0.4565,0,0,24,84,54,0,0,0,35,35,1,5,15,20,0,0,0,0,0,.,0,0,0,0,0,0,39,39,39,1,4,14,25,0,17,2,155,155,123,0.7935,16,52,103,0,100,0,24,17,17,17,1,3,10,7,0,0,0
NY-500,748,699,638,0.8529,575,161,12,103,290,454,4,56,50,526,473,0.8226,59,10,88,260,315,0,0,27,161,153,0.9503,15,30,127,4,56,23,12,12,1,0,0,12,0,0,0,438,425,438,1,79,272,166,0,2,57,1298,1298,1298,1,184,503,795,0,214,0,395,9,9,9,1,1,2,7,0,0,0
NY-501,136,67,44,0.3235,76,60,0,26,79,57,0,1,0,33,21,0.2763,0,156,12,33,43,0,0,0,34,23,0.3833,14,46,14,0,1,0,0,0,.,0,0,0,0,0,0,272,229,217,0.7978,51,172,100,0,12,0,219,193,101,0.4612,23,65,154,0,0,0,31,0,0,0,.,0,0,0,0,0,0
NY-503,469,439,237,0.5053,298,167,4,44,105,359,5,37,17,268,153,0.5134,46,304,31,87,211,0,0,0,167,80,0.479,13,18,144,5,33,17,4,4,1,0,0,4,0,4,0,272,209,209,0.7684,59,160,112,0,57,6,865,865,865,1,118,344,521,0,137,1,224,0,0,0,.,0,0,0,0,0,0
NY-505,775,694,676,0.8723,595,180,0,74,216,538,21,33,48,528,510,0.8571,8,10,51,154,420,21,7,31,166,166,0.9222,23,62,118,0,26,17,0,0,.,0,0,0,0,0,0,700,700,693,0.99,150,451,243,6,8,82,1234,1234,1069,0.8663,119,312,922,0,198,6,279,168,162,162,0.9643,28,82,86,0,0,0
NY-507,220,201,183,0.8318,170,50,0,20,52,166,2,3,14,151,133,0.7824,24,190,11,26,142,2,3,14,50,50,1,9,26,24,0,0,0,0,0,.,0,0,0,0,0,0,176,176,175,0.9943,35,116,60,0,1,0,523,523,501,0.9579,69,225,298,0,22,0,75,0,0,0,.,0,0,0,0,0,0
NY-508,909,775,718,0.7899,656,253,0,158,403,474,32,52,43,588,537,0.8186,115,0,115,296,335,25,18,25,187,181,0.7154,43,107,139,7,34,18,0,0,.,0,0,0,0,0,0,465,465,465,1,107,353,112,0,4,11,1225,1225,1225,1,32,77,1148,0,343,0,371,40,40,40,1,0,0,40,0,15,0
NY-510,52,43,43,0.8269,29,23,0,2,4,48,0,1,15,20,20,0.6897,16,40,2,4,25,0,1,1,23,23,1,0,0,23,0,0,14,0,0,.,0,0,0,0,0,0,42,42,42,1,13,32,10,0,2,1,113,113,113,1,19,47,66,0,9,29,19,28,28,0,0,0,0,28,0,3,0
NY-511,330,304,284,0.8606,256,74,0,32,90,240,0,4,15,230,210,0.8203,0,7,28,82,174,0,0,4,74,74,1,4,8,66,0,4,11,0,0,.,0,0,0,0,0,0,110,110,110,1,23,68,42,0,0,0,361,361,351,0.9723,62,128,233,0,18,0,67,0,0,0,.,0,0,0,0,0,0
NY-512,162,100,98,0.6049,117,45,0,37,92,70,0,0,0,75,75,0.641,15,58,21,55,62,0,0,0,25,23,0.5111,16,37,8,0,0,0,0,0,.,0,0,0,0,0,0,152,123,112,0.7368,31,129,23,0,1,0,643,493,493,0.7667,107,362,281,0,18,0,262,0,0,0,.,0,0,0,0,0,0
NY-513,297,292,292,0.9832,183,114,0,24,67,230,0,17,3,178,178,0.9727,0,0,19,54,129,0,0,2,114,114,1,5,13,101,0,17,1,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,101,101,101,1,17,56,45,0,23,0,0,0,0,0,.,0,0,0,0,0,0
NY-514,125,113,113,0.904,85,40,0,18,49,52,24,3,24,73,73,0.8588,0,0,9,24,49,12,3,12,40,40,1,9,25,3,12,0,12,0,0,.,0,0,0,0,0,0,41,41,41,1,6,16,25,0,2,0,91,91,91,1,24,53,38,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NY-518,221,169,116,0.5249,159,62,0,43,105,116,0,10,7,131,84,0.5283,0,0,21,57,102,0,0,0,38,32,0.5161,22,48,14,0,10,7,0,0,.,0,0,0,0,0,0,118,75,75,0.6356,27,97,21,0,4,0,511,511,511,1,59,156,355,0,62,0,41,11,11,11,1,0,0,11,0,11,0
NY-519,36,0,0,0.0,24,12,0,8,27,9,0,0,0,0,0,0.0,0,145,5,16,8,0,0,0,0,0,0,3,11,1,0,0,0,0,0,.,0,0,0,0,0,0,19,19,0,0,2,7,12,0,0,0,50,44,42,0.84,10,28,22,0,5,0,26,0,0,0,.,0,0,0,0,0,0
NY-520,14,14,14,1.0,4,10,0,3,8,6,0,0,0,4,4,1.0,0,29,1,2,2,0,0,0,10,10,1,2,6,4,0,0,0,0,0,.,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,33,33,33,1,5,16,17,0,18,0,2,0,0,0,.,0,0,0,0,0,0
NY-522,34,17,17,0.5,17,17,0,5,18,16,0,1,0,0,0,0.0,0,20,3,13,4,0,0,0,17,17,1,2,5,12,0,1,0,0,0,.,0,0,0,0,0,0,59,59,59,1,9,29,30,0,0,0,446,446,391,0.8767,91,264,182,0,55,0,28,0,0,0,.,0,0,0,0,0,0
NY-523,108,90,80,0.7407,85,23,0,11,28,70,10,18,26,67,57,0.6706,79,131,6,18,57,10,5,16,23,23,1,5,10,13,0,13,10,0,0,.,0,0,0,0,0,0,72,32,32,0.4444,19,55,17,0,2,28,277,267,249,0.8989,31,102,175,0,107,0,61,0,0,0,.,0,0,0,0,0,0
NY-525,213,147,147,0.6901,138,75,0,22,67,140,6,0,10,72,72,0.5217,11,283,21,65,67,6,0,6,75,75,1,1,2,73,0,0,4,0,0,.,0,0,0,0,0,0,100,100,100,1,15,50,50,0,14,0,190,190,190,1,32,82,108,0,45,0,3,0,0,0,.,0,0,0,0,0,0
NY-600,77527,74034,65338,0.8428,74107,3380,40,14077,44048,33469,10,353,1153,70707,64559,0.8712,0,422,14024,43922,30183,2,158,405,3287,779,0.2305,53,126,3246,8,155,748,40,0,0,0,0,40,0,40,0,659,615,615,0.9332,109,293,366,0,213,141,34119,33586,13418,0.3933,2626,7318,26762,39,5358,924,21994,0,0,0,.,0,0,0,0,0,0
NY-601,608,530,530,0.8717,432,176,0,105,327,269,12,0,14,396,396,0.9167,0,17,81,253,167,12,0,14,134,134,0.7614,24,74,102,0,0,0,0,0,.,0,0,0,0,0,0,28,28,28,1,0,0,28,0,0,0,256,256,226,0.8828,23,66,190,0,52,25,40,0,0,0,.,0,0,0,0,0,0
NY-602,289,272,241,0.8339,235,54,0,51,130,146,13,0,79,218,187,0.7957,49,202,35,86,136,13,0,49,54,54,1,16,44,10,0,0,30,0,0,.,0,0,0,0,0,0,29,29,22,0.7586,5,11,16,2,0,3,313,297,268,0.8562,54,133,180,0,67,69,294,0,0,0,.,0,0,0,0,0,0
NY-603,3766,3694,3567,0.9472,3552,188,26,771,2673,1056,37,105,86,3493,3366,0.9476,0,0,754,2610,915,27,29,71,175,175,0.9309,17,63,115,10,50,15,26,26,1,0,0,26,0,26,0,404,372,372,0.9208,106,350,54,0,29,0,2246,2242,2179,0.9702,379,1217,1029,0,876,5,1343,0,0,0,.,0,0,0,0,0,0
NY-604,1720,1679,1681,0.9773,1047,673,0,412,1214,492,14,23,40,1008,1008,0.9628,46,98,207,599,434,14,11,14,671,673,1,205,615,58,0,12,26,0,0,.,0,0,0,0,0,0,285,285,285,1,83,250,35,0,8,10,1504,1504,1318,0.8763,178,454,1050,0,373,64,0,2820,2820,2775,0.984,643,2388,432,0,0,0
NY-606,94,81,81,0.8617,44,50,0,13,39,55,0,0,0,31,31,0.7045,54,4,13,39,5,0,0,0,50,50,1,0,0,50,0,0,0,0,0,.,0,0,0,0,0,0,45,41,41,0.9111,16,39,6,0,0,0,83,83,75,0.9036,12,34,49,0,8,0,16,0,0,0,.,0,0,0,0,0,0
NY-608,102,85,85,0.8333,90,12,0,9,39,45,18,8,26,73,73,0.8111,25,304,9,39,37,14,8,14,12,12,1,0,0,8,4,0,12,0,0,.,0,0,0,0,0,0,17,12,12,0.7059,6,17,0,0,0,0,135,135,135,1,32,84,51,0,0,0,26,20,20,20,1,6,20,0,0,0,0
OH-500,1151,999,992,0.8619,864,267,20,73,313,818,20,156,65,797,797,0.9225,56,127,42,222,622,20,12,56,182,175,0.6554,31,91,176,0,124,9,20,20,1,0,0,20,0,20,0,1284,1217,1011,0.7874,240,905,379,0,75,122,1915,1915,1915,1,259,827,1088,0,338,70,1576,0,0,0,.,0,0,0,0,0,0
OH-501,540,447,242,0.4481,439,101,0,100,275,253,12,2,12,390,219,0.4989,58,26,74,221,206,12,2,12,57,23,0.2277,26,54,47,0,0,0,0,0,.,0,0,0,0,0,0,404,404,404,1,86,366,38,0,30,0,1292,1194,1030,0.7972,191,466,826,0,248,14,419,171,171,0,0,22,42,129,0,0,0
OH-502,1442,1397,1204,0.835,1297,105,40,103,383,1059,0,114,124,1252,1059,0.8165,82,160,102,381,916,0,6,109,105,105,1,1,2,103,0,88,15,40,40,1,0,0,40,0,20,0,893,893,893,1,201,615,278,0,139,20,5340,5340,4779,0.8949,655,2364,2976,0,676,97,1275,0,0,0,.,0,0,0,0,0,0
OH-503,1296,1092,1092,0.8426,1141,155,0,169,589,688,19,75,70,1021,1021,0.8948,55,289,143,507,618,16,39,16,71,71,0.4581,26,82,70,3,36,54,0,0,.,0,0,0,0,0,0,637,611,637,1,133,484,153,0,46,57,2737,2737,2716,0.9923,190,606,2131,0,519,0,2257,0,0,0,.,0,0,0,0,0,0
OH-504,184,160,24,0.1304,173,11,0,34,111,73,0,0,10,149,13,0.0751,0,0,31,102,71,0,0,10,11,11,1,3,9,2,0,0,0,0,0,.,0,0,0,0,0,0,147,147,147,1,34,102,45,0,2,0,496,496,496,1,100,345,151,0,0,0,150,4,4,4,1,2,4,0,0,4,0
OH-505,525,467,467,0.8895,410,115,0,47,133,384,8,52,98,352,352,0.8585,60,0,39,117,285,8,12,36,115,115,1,8,16,99,0,40,62,0,0,.,0,0,0,0,0,0,303,243,243,0.802,68,210,93,0,13,46,1422,1422,1168,0.8214,161,492,930,0,219,0,524,0,0,0,.,0,0,0,0,0,0
OH-506,495,359,359,0.7253,286,187,22,45,136,337,22,48,35,218,218,0.7622,0,15,34,96,174,16,6,16,119,119,0.6364,11,40,141,6,30,19,22,22,1,0,0,22,0,12,0,195,126,126,0.6462,41,136,59,0,11,9,701,701,620,0.8845,79,227,474,0,89,12,374,0,0,0,.,0,0,0,0,0,0
OH-507,3326,2434,1923,0.5782,2476,840,10,582,1748,1573,5,111,43,1754,1324,0.5347,97,40,387,1216,1255,5,35,5,670,589,0.7012,195,532,308,0,76,38,10,10,1,0,0,10,0,0,0,2006,2001,2001,0.9975,410,1224,782,0,211,148,3658,3613,2881,0.7876,604,1666,1992,0,786,41,2693,20,20,20,1,0,0,20,0,20,0
OH-508,294,192,192,0.6531,271,23,0,73,191,103,0,0,0,192,192,0.7085,0,17,66,169,102,0,0,0,0,0,0,7,22,1,0,0,0,0,0,.,0,0,0,0,0,0,200,200,200,1,48,156,44,0,4,0,563,563,494,0.8774,53,149,414,0,62,10,405,14,14,14,1,1,2,12,0,0,0
OK-500,201,145,98,0.4876,127,74,0,28,72,117,12,0,33,71,43,0.3386,58,41,19,41,74,12,0,12,74,55,0.7432,9,31,43,0,0,21,0,0,.,0,0,0,0,0,0,48,20,20,0.4167,16,39,9,0,0,2,18,18,10,0.5556,6,8,10,0,8,0,2,0,0,0,.,0,0,0,0,0,0
OK-501,831,686,674,0.8111,541,265,25,99,268,558,5,36,58,436,424,0.7837,0,72,70,183,353,5,0,5,225,225,0.8491,29,85,180,0,36,53,25,25,1,0,0,25,0,0,0,181,181,181,1,54,124,57,0,53,7,589,589,311,0.528,15,56,533,0,278,8,303,0,0,0,.,0,0,0,0,0,0
OK-502,1172,1036,836,0.7133,992,180,0,81,333,833,6,45,35,856,737,0.7429,0,218,50,247,742,3,10,21,180,99,0.55,31,86,91,3,35,14,0,0,.,0,0,0,0,0,0,136,136,136,1,24,91,45,0,47,0,880,880,604,0.6864,40,144,736,0,288,0,378,0,0,0,.,0,0,0,0,0,0
OK-503,129,87,14,0.1085,115,14,0,7,50,79,0,4,5,73,0,0.0,0,4,6,46,69,0,4,0,14,14,1,1,4,10,0,0,5,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,59,59,59,1,25,39,20,0,5,11,59,0,0,0,.,0,0,0,0,0,0
OK-504,121,102,90,0.7438,59,62,0,16,40,78,3,28,3,40,40,0.678,66,4,6,20,36,3,28,3,62,50,0.8065,10,20,42,0,0,0,0,0,.,0,0,0,0,0,0,22,22,22,1,10,22,0,0,0,0,116,116,98,0.8448,15,38,78,0,18,28,0,0,0,0,.,0,0,0,0,0,0
OK-505,13,13,1,0.0769,12,1,0,0,0,1,12,0,12,12,0,0.0,0,0,0,0,0,12,0,12,1,1,1,0,0,1,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,31,31,0,0,4,12,19,0,31,0,0,0,0,0,.,0,0,0,0,0,0
OK-506,252,158,108,0.4286,214,38,0,16,196,56,0,0,12,120,70,0.3271,0,12,6,162,52,0,0,12,38,38,1,10,34,4,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,11,11,11,1,0,0,11,0,0,0,0,0,0,0,.,0,0,0,0,0,0
OK-507,382,241,44,0.1152,380,2,0,43,124,235,23,19,23,239,44,0.1158,0,54,42,122,235,23,19,23,2,0,0,1,2,0,0,0,0,0,0,.,0,0,0,0,0,0,122,122,113,0.9262,19,61,61,0,64,0,155,155,43,0.2774,24,79,76,0,112,0,6,0,0,0,.,0,0,0,0,0,0
OR-500,636,617,617,0.9701,509,127,0,66,199,418,19,29,31,490,490,0.9627,0,0,45,136,361,12,5,12,127,127,1,21,63,57,7,24,19,0,0,.,0,0,0,0,0,0,194,191,191,0.9845,41,134,60,0,22,18,697,697,697,1,65,196,501,0,325,25,248,0,0,0,.,0,0,0,0,0,0
OR-501,2424,2313,2087,0.861,1678,746,0,134,423,1997,4,222,152,1567,1341,0.7992,0,0,117,379,1299,0,110,68,746,746,1,17,44,698,4,112,84,0,0,.,0,0,0,0,0,0,2291,2026,1757,0.7669,550,1789,494,8,97,189,4947,4873,4207,0.8504,519,1734,3213,0,804,67,2181,0,0,0,.,0,0,0,0,0,0
OR-502,473,442,254,0.537,214,259,0,52,143,315,15,65,15,183,121,0.5654,60,0,23,80,119,15,10,15,259,133,0.5135,29,63,196,0,55,0,0,0,.,0,0,0,0,0,0,86,86,86,1,17,54,32,0,42,0,467,467,154,0.3298,197,286,181,0,313,0,96,0,0,0,.,0,0,0,0,0,0
OR-503,338,314,230,0.6805,242,96,0,25,76,238,24,0,29,218,198,0.8182,118,17,17,54,184,4,0,7,96,32,0.3333,8,22,54,20,0,22,0,0,.,0,0,0,0,0,0,109,109,109,1,16,55,54,0,0,0,201,201,3,0.0149,19,40,161,0,187,3,181,0,0,0,.,0,0,0,0,0,0
OR-504,627,597,345,0.5502,314,313,0,41,136,481,10,36,25,284,175,0.5573,225,0,17,48,256,10,6,11,313,170,0.5431,24,88,225,0,30,14,0,0,.,0,0,0,0,0,0,227,226,144,0.6344,44,167,60,0,31,0,239,239,35,0.1464,29,172,67,0,204,68,2,59,59,59,1,0,0,59,0,0,0
OR-505,1064,917,916,0.8609,548,516,0,256,386,642,36,14,89,449,448,0.8175,296,0,120,242,281,25,0,26,468,468,0.907,136,144,361,11,14,63,0,0,.,0,0,0,0,0,0,957,907,871,0.9101,396,651,306,0,341,26,178,178,178,1,41,105,73,0,0,0,55,93,93,22,0.2366,78,78,15,0,0,0
OR-506,261,229,229,0.8774,125,126,10,47,156,103,2,93,15,101,101,0.808,96,14,31,117,6,2,0,5,118,118,0.9365,16,39,87,0,93,10,10,10,1,0,0,10,0,0,0,231,213,213,0.9221,62,211,20,0,19,0,509,509,509,1,43,166,343,0,257,0,149,0,0,0,.,0,0,0,0,0,0
OR-507,134,80,80,0.597,99,35,0,37,104,30,0,15,22,45,45,0.4545,0,0,25,77,22,0,15,0,35,35,1,12,27,8,0,0,22,0,0,.,0,0,0,0,0,0,164,143,143,0.872,39,131,33,0,37,3,401,394,394,0.9825,58,180,221,0,197,0,180,0,0,0,.,0,0,0,0,0,0
PA-500,5222,4923,4389,0.8405,3878,1090,254,697,2193,3006,23,168,274,3668,3235,0.8342,452,135,452,1474,2381,23,27,85,1001,919,0.8431,245,719,371,0,110,165,254,235,0.9252,0,0,254,0,31,24,1236,1090,1090,0.8819,307,973,263,0,85,128,5131,5131,3942,0.7683,658,2191,2940,0,1290,50,1715,0,0,0,.,0,0,0,0,0,0
PA-501,347,323,229,0.6599,181,141,25,61,166,181,0,16,11,165,87,0.4807,81,2,28,79,102,0,0,0,133,117,0.8298,33,87,54,0,16,11,25,25,1,0,0,25,0,0,0,129,120,117,0.907,58,105,24,0,3,4,214,214,214,1,28,65,149,0,96,0,36,28,28,28,1,3,4,24,0,8,0
PA-502,407,372,352,0.8649,328,79,0,75,213,194,0,0,2,293,273,0.8323,0,0,51,167,161,0,0,2,79,79,1,24,46,33,0,0,0,0,0,.,0,0,0,0,0,0,237,237,237,1,58,187,50,0,26,0,415,415,415,1,55,150,265,0,93,5,78,2,2,2,1,0,0,2,0,0,0
